book,chapter,verse,text,cluster
Luke,13,33,"Nevertheless I must walk to day, and to morrow, and the day following: for it cannot be that a prophet perish out of Jerusalem.",47
Luke,13,34,"O Jerusalem, Jerusalem, which killest the prophets, and stonest them that are sent unto thee; how often would I have gathered thy children together, as a hen doth gather her brood under her wings, and ye would not!",30
Luke,13,35,"Behold, your house is left unto you desolate: and verily I say unto you, Ye shall not see me, until the time come when ye shall say, Blessed is he that cometh in the name of the Lord.",2
Luke,14,3,Is it lawful to heal on the sabbath day?,44
Luke,14,5,"Which of you shall have an ass or an ox fallen into a pit, and will not straightway pull him out on the sabbath day?",44
Luke,14,8,"When thou art bidden of any man to a wedding, sit not down in the highest room; lest a more honourable man than thou be bidden of him;",17
Luke,14,9,"And he that bade thee and him come and say to thee, Give this man place; and thou begin with shame to take the lowest room.",47
Luke,14,10,"But when thou art bidden, go and sit down in the lowest room; that when he that bade thee cometh, he may say unto thee, Friend, go up higher: then shalt thou have worship in the presence of them that sit at meat with thee.",17
Luke,14,11,For whosoever exalteth himself shall be abased; and he that humbleth himself shall be exalted.,11
Luke,14,12,"When thou makest a dinner or a supper, call not thy friends, nor thy brethren, neither thy kinsmen, nor thy rich neighbours; lest they also bid thee again, and a recompence be made thee.",47
Luke,14,13,"But when thou makest a feast, call the poor, the maimed, the lame, the blind:",10
Luke,14,14,And thou shalt be blessed; for they cannot recompense thee: for thou shalt be recompensed at the resurrection of the just.,17
Luke,14,16,"A certain man made a great supper, and bade many:",47
Luke,14,17,"And sent his servant at supper time to say to them that were bidden, Come; for all things are now ready.",47
Luke,14,18,And they all with one consent began to make excuse.,47
Luke,14,18,"The first said unto him, I have bought a piece of ground, and I must needs go and see it: I pray thee have me excused.",47
Luke,14,19,"And another said, I have bought five yoke of oxen, and I go to prove them: I pray thee have me excused.",30
Luke,14,20,"And another said, I have married a wife, and therefore I cannot come.",47
Luke,14,21,"So that servant came, and shewed his lord these things.",1
Luke,14,21,"Then the master of the house being angry said to his servant, Go out quickly into the streets and lanes of the city, and bring in hither the poor, and the maimed, and the halt, and the blind.",47
Luke,14,22,"And the servant said, Lord, it is done as thou hast commanded, and yet there is room.",17
Luke,14,23,"And the lord said unto the servant, Go out into the highways and hedges, and compel them to come in, that my house may be filled.",47
Luke,14,24,"For I say unto you, That none of those men which were bidden shall taste of my supper.",2
Luke,14,26,"If any man come to me, and hate not his father, and mother, and wife, and children, and brethren, and sisters, yea, and his own life also, he cannot be my disciple.",38
Luke,14,27,"And whosoever doth not bear his cross, and come after me, cannot be my disciple.",13
Luke,14,28,"For which of you, intending to build a tower, sitteth not down first, and counteth the cost, whether he have sufficient to finish it?",47
Luke,14,29,"Lest haply, after he hath laid the foundation, and is not able to finish it, all that behold it begin to mock him,",47
Luke,14,30,"Saying, This man began to build, and was not able to finish.",47
Luke,14,31,"Or what king, going to make war against another king, sitteth not down first, and consulteth whether he be able with ten thousand to meet him that cometh against him with twenty thousand?",47
Luke,14,32,"Or else, while the other is yet a great way off, he sendeth an ambassage, and desireth conditions of peace.",47
Luke,14,33,"So likewise, whosoever he be of you that forsaketh not all that he hath, he cannot be my disciple.",47
Luke,14,34,"Salt is good: but if the salt have lost his savour, wherewith shall it be seasoned?",20
Luke,14,35,"It is neither fit for the land, nor yet for the dunghill; but men cast it out.",10
Luke,14,35,"He that hath ears to hear, let him hear.",12
Luke,15,4,"What man of you, having an hundred sheep, if he lose one of them, doth not leave the ninety and nine in the wilderness, and go after that which is lost, until he find it?",47
Luke,15,5,"And when he hath found it, he layeth it on his shoulders, rejoicing.",47
Luke,15,6,"And when he cometh home, he calleth together his friends and neighbours, saying unto them, Rejoice with me; for I have found my sheep which was lost.",47
Luke,15,7,"I say unto you, that likewise joy shall be in heaven over one sinner that repenteth, more than over ninety and nine just persons, which need no repentance.",2
Luke,15,8,"Either what woman having ten pieces of silver, if she lose one piece, doth not light a candle, and sweep the house, and seek diligently till she find it?",47
Luke,15,9,"And when she hath found it, she calleth her friends and her neighbours together, saying, Rejoice with me; for I have found the piece which I had lost.",47
Luke,15,10,"Likewise, I say unto you, there is joy in the presence of the angels of God over one sinner that repenteth.",2
Luke,15,11,A certain man had two sons:,47
Luke,15,12,"And the younger of them said to his father, Father, give me the portion of goods that falleth to me.",38
Luke,15,12,And he divided unto them his living.,47
Luke,15,13,"And not many days after the younger son gathered all together, and took his journey into a far country, and there wasted his substance with riotous living.",47
Luke,15,14,"And when he had spent all, there arose a mighty famine in that land; and he began to be in want.",47
Luke,15,15,And he went and joined himself to a citizen of that country; and he sent him into his fields to feed swine.,47
Luke,15,16,And he would fain have filled his belly with the husks that the swine did eat: and no man gave unto him.,47
Luke,15,17,"And when he came to himself, he said, How many hired servants of my father's have bread enough and to spare, and I perish with hunger!",47
Luke,15,18,"I will arise and go to my father, and will say unto him, Father, I have sinned against heaven, and before thee,",38
Luke,15,19,And am no more worthy to be called thy son: make me as one of thy hired servants.,47
Luke,15,20,"And he arose, and came to his father.",47
Luke,15,20,"But when he was yet a great way off, his father saw him, and had compassion, and ran, and fell on his neck, and kissed him.",47
Luke,15,21,"And the son said unto him, Father, I have sinned against heaven, and in thy sight, and am no more worthy to be called thy son.",38
Luke,15,22,"But the father said to his servants, Bring forth the best robe, and put it on him; and put a ring on his hand, and shoes on his feet:",47
Luke,15,23,"And bring hither the fatted calf, and kill it; and let us eat, and be merry:",13
Luke,15,24,"For this my son was dead, and is alive again; he was lost, and is found.",47
Luke,15,24,And they began to be merry.,47
Luke,15,25,"Now his elder son was in the field: and as he came and drew nigh to the house, he heard musick and dancing.",47
Luke,15,26,"And he called one of the servants, and asked what these things meant.",47
Luke,15,27,"And he said unto him, Thy brother is come; and thy father hath killed the fatted calf, because he hath received him safe and sound.",47
Luke,15,28,"And he was angry, and would not go in: therefore came his father out, and intreated him.",47
Luke,15,29,"And he answering said to his father, Lo, these many years do I serve thee, neither transgressed I at any time thy commandment: and yet thou never gavest me a kid, that I might make merry with my friends:",38
Luke,15,30,"But as soon as this thy son was come, which hath devoured thy living with harlots, thou hast killed for him the fatted calf.",17
Luke,15,31,"And he said unto him, Son, thou art ever with me, and all that I have is thine.",17
Luke,15,32,"It was meet that we should make merry, and be glad: for this thy brother was dead, and is alive again; and was lost, and is found.",47
Luke,16,1,"There was a certain rich man, which had a steward; and the same was accused unto him that he had wasted his goods.",47
Luke,16,2,"And he called him, and said unto him, How is it that I hear this of thee?",20
Luke,16,2,give an account of thy stewardship; for thou mayest be no longer steward.,10
Luke,16,3,"Then the steward said within himself, What shall I do?",20
Luke,16,3,for my lord taketh away from me the stewardship: I cannot dig; to beg I am ashamed.,10
Luke,16,4,"I am resolved what to do, that, when I am put out of the stewardship, they may receive me into their houses.",34
Luke,16,5,"So he called every one of his lord's debtors unto him, and said unto the first, How much owest thou unto my lord?",47
Luke,16,6,"And he said, An hundred measures of oil.",47
Luke,16,6,"And he said unto him, Take thy bill, and sit down quickly, and write fifty.",47
Luke,16,7,"Then said he to another, And how much owest thou?",17
Luke,16,7,"And he said, An hundred measures of wheat.",47
Luke,16,7,"And he said unto him, Take thy bill, and write fourscore.",47
Luke,16,8,"And the lord commended the unjust steward, because he had done wisely: for the children of this world are in their generation wiser than the children of light.",10
